GEOID10,senior_population,schools_within_a_mile
250250712011,400,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Collaborative High School', 'Carter School_ The', 'Condon_ James F. K-8', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Perkins_ Michael J. Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'UP Academy Boston', 'McKinley_ William School']"
250259813002,15,[]
250250503002,446,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Harvard/Kent Elementary', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250504002,253,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250819002,81,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250107023,203,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250006012,69,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250501011,119,"['Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250605015,111,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250251005001,219,"['Boston Arts Academy', 'Boston International Newcomers Academy', 'Community Academy of Science & Health', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy', 'UP Academy Dorchester']"
250250202002,80,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250250203032,78,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251205003,74,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251403004,22,"['Another Course to College', 'Chittick_ James J. Elementary', 'Conley_ George H. Elementary', 'Grew_ Henry Elementary', 'Mattahunt Elementary School', 'New Mission High School']"
250250108022,75,"['Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251105011,117,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250251009002,82,"['Boston International Newcomers Academy', 'Lee Academy Pilot School', 'Quincy_ Josiah Elementary', 'Taylor_ Charles H. Elementary']"
250251304061,210,"['Beethoven_ Ludwig van Elementary', 'Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Ohrenberger_ William School']"
250251401021,106,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Ohrenberger_ William School', 'Roosevelt_ Franklin D. K-8']"
250250917003,78,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'UP Academy Dorchester', 'UP Academy Holland']"
250250108012,291,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251101035,65,"['Boston Teachers Union K-8 School', 'Community Academy', 'English High School', 'Haley_ Dennis K-8', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250813001,514,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center']"
250251401022,179,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Roosevelt_ Franklin D. K-8']"
250259815011,0,[]
250251007005,167,"['Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary']"
250250701018,31,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School']"
250250817002,309,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250251404002,141,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'New Mission High School']"
250250903002,139,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250817001,49,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250801001,127,"['Blackstone Elementary School', 'Boston Collaborative High School', 'Boston Day & Evening Academy', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston', 'Winthrop_ John Elementary']"
250250404012,162,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250503001,22,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Harvard/Kent Elementary', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250915002,362,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Community Academy of Science & Health', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250904002,205,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250810014,18,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250251402022,189,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Roosevelt_ Franklin D. K-8']"
250250904004,41,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250251011011,60,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Lee_ Joseph K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251101036,96,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251008002,259,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy']"
250250712012,275,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Condon_ James F. K-8', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250915003,66,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250912003,86,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250606001,354,['Condon_ James F. K-8']
250251201053,232,"['Curley K-8', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250250003022,359,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250251010022,469,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'Young Achievers Science & Math K-8']"
250251205002,81,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250251202013,43,"['Boston Teachers Union K-8 School', 'Community Academy', 'English High School', 'Greater Egleston High School', 'Hernandez_ Rafael K-8', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251404005,263,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'New Mission High School']"
250250003012,129,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250803001,135,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250821001,42,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250002014,45,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250108021,104,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250907002,218,"['Boston Collaborative High School', 'Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Mason_ Samuel Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston', 'Winthrop_ John Elementary']"
250250916003,131,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'UP Academy Dorchester', 'UP Academy Holland']"
250250004014,1051,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250605011,36,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250911001,199,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary']"
250250102034,27,"['Boston Latin School', 'Carter School_ The', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Tobin_ Maurice K-8']"
250250401002,206,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250007041,0,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250511013,227,"['Bradley_ Manassah E. Elementary', 'Guild_ Curtis Elementary']"
250251203013,294,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Trotter_ William Monroe K-8']"
250250706002,155,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250007042,40,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250003011,26,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250251401024,288,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Ohrenberger_ William School']"
250251011012,231,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250107022,86,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250711012,109,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'McKinley_ William School']"
250251011023,131,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250912001,131,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Winthrop_ John Elementary']"
250250603012,113,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250903001,95,"['Boston Arts Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250810011,94,"['Boston Latin School', 'Fenway High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250403003,56,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250910011,50,"['Boston Arts Academy', 'Clap Elementary School', 'Community Academy of Science & Health', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland']"
250250702002,162,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Condon_ James F. K-8', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250922003,179,"['Boston Arts Academy', 'Boston International Newcomers Academy', 'Community Academy of Science & Health', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250703002,57,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250906002,89,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Haynes Early Education Center', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Russell_ William E.  Elementary', 'Winthrop_ John Elementary']"
250250002024,80,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250251301006,65,[]
250251401061,249,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250250201014,130,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250250402001,30,"['Charlestown High School', 'Harvard/Kent Elementary', ""O'Donnell_ Hugh R. Elementary"", 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250250002012,40,"['Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250920002,368,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250251302003,352,"['Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250251011024,35,"['Boston International Newcomers Academy', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'Young Achievers Science & Math K-8']"
250250102032,66,"['Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Tobin_ Maurice K-8']"
250251304042,64,"['Beethoven_ Ludwig van Elementary', 'Ohrenberger_ William School']"
250251301002,211,[]
250250406002,165,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251004004,196,"['Boston International Newcomers Academy', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy']"
250250903003,87,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250817005,33,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
