GEOID10,senior_population,schools_within_a_mile
250250103001,34,"['Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250510001,225,"['Bradley_ Manassah E. Elementary', 'East Boston High School', 'Guild_ Curtis Elementary', 'Kennedy_ Patrick Elementary']"
250250007044,8,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250403005,96,"['Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251104032,154,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250101033,0,"['Boston Latin School', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School']"
250251101032,93,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250006023,244,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250251009003,306,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Lee Academy Pilot School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary']"
250251302002,146,"['Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250250304001,145,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'Harvard/Kent Elementary']"
250250811003,202,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250108013,154,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250610002,24,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Russell_ William E.  Elementary', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250806013,99,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Hale_ Nathan Elementary', 'Higginson K0-2', 'Higginson-Lewis', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250007032,45,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250003014,85,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250601013,82,"['Excel High School', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary']"
250250107021,103,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250005024,0,"['Edison_ Thomas A. K-8', 'Winship_ F. Lyman Elementary']"
250250101041,146,"['Boston Latin School', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250008025,62,"['Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250251006013,186,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary', 'TechBoston Academy', 'UP Academy Dorchester']"
250250102041,0,"['Boston Latin School', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School']"
250250001004,73,"['Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250251006032,31,"['Kenny_ Thomas J. Elementary', 'Murphy_ Richard J.  K-8']"
250250612001,147,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Perkins_ Michael J. Elementary', 'Quincy_ Josiah Upper School', 'UP Academy Boston', 'McKinley_ William School']"
250250809001,204,"['Boston Latin School', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250305003,39,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'Harvard/Kent Elementary', 'McKay_ Donald K-8', 'Warren/Prescott K-8']"
250250303004,38,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School']"
250250901003,196,"['Burke_ Jeremiah E. High School', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland']"
250250911005,93,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Winthrop_ John Elementary']"
250251207002,320,"['Curley K-8', 'Fenway High School', 'Greater Egleston High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'West Zone Early Learning Center']"
250251002001,172,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251304022,379,[]
250250923004,29,"['Boston Arts Academy', 'Boston International Newcomers Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'McKinley_ William Middle', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250251302001,181,"['Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250250301001,168,"['Alighieri_ Dante Montessori School', 'Charlestown High School', 'Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250251010013,253,"['Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8']"
250250201013,177,"['Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250259811003,0,"['Boston Teachers Union K-8 School', 'English High School', 'Haley_ Dennis K-8', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Philbrick_ John D. Elementary']"
250251010011,188,"['Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Philbrick_ John D. Elementary', 'Shaw_ Pauline A. Elementary', 'Young Achievers Science & Math K-8']"
250251001001,67,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Haley_ Dennis K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee_ Joseph K-8', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250902002,98,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Higginson K0-2', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250001003,89,"['Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250002013,118,"['Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250104081,48,"['Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8']"
250250004012,93,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250820003,81,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251403003,636,"['Another Course to College', 'Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'New Mission High School', 'Roosevelt_ Franklin D. K-8']"
250250711013,97,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Mason_ Samuel Elementary', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'McKinley_ William School']"
250250302001,165,"['Harvard/Kent Elementary', 'Warren/Prescott K-8']"
250250203031,27,[]
250251401072,87,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'New Mission High School', 'Ohrenberger_ William School', 'Roosevelt_ Franklin D. K-8']"
250250603011,176,"['Boston Collaborative High School', 'Condon_ James F. K-8', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250305002,85,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'Harvard/Kent Elementary', 'McKay_ Donald K-8']"
250250203021,146,"['Boston Adult Technical Academy', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley']"
250250815002,190,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Dearborn_ Henry STEM Academy', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center', 'Winthrop_ John Elementary']"
250251003002,120,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250251304043,57,"['Beethoven_ Ludwig van Elementary', 'Ohrenberger_ William School']"
250250104043,23,"['Blackstone Elementary School', 'Boston Latin School', 'Carter School_ The', 'Fenway High School', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250408013,351,"['Alighieri_ Dante Montessori School', 'Charlestown High School', 'East Boston Early Education Center', 'East Boston High School', 'Harvard/Kent Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy', 'Warren/Prescott K-8']"
250251103011,140,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mattahunt Elementary School', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary', 'Young Achievers Science & Math K-8']"
250251004002,338,"['Boston International Newcomers Academy', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy']"
250250921011,134,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Kenny_ Thomas J. Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8']"
250250806011,75,"['Blackstone Elementary School', 'Boston Day & Evening Academy', 'Boston Latin School', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250907001,90,"['Boston Collaborative High School', 'Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Excel High School', 'Mason_ Samuel Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston']"
250250709001,228,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'McKinley_ William School']"
250250203012,225,['Warren/Prescott K-8']
250250901002,27,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland']"
250251301007,140,['Lyndon_ Patrick K-8']
250251103012,224,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250002021,121,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250005021,114,"['Baldwin Early Learning Pilot Academy', 'Edison_ Thomas A. K-8', 'Winship_ F. Lyman Elementary']"
250250911003,78,"['Clap Elementary School', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary']"
250251206003,78,"['Community Academy', 'Curley K-8', 'Ellis_ David A. Elementary', 'English High School', 'Greater Egleston High School', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'West Zone Early Learning Center']"
250251403002,187,"['Another Course to College', 'Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'New Mission High School']"
250259810001,0,"['Boston Teachers Union K-8 School', 'English High School', 'Manning_ Joseph P. Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251006031,126,"['Kenny_ Thomas J. Elementary', 'Murphy_ Richard J.  K-8']"
250251106012,233,"['Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary', 'Sumner_ Charles Elementary']"
250250818003,119,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251104012,287,"['Bates_ Phineas Elementary', 'Boston Teachers Union K-8 School', 'Conley_ George H. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250005023,240,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250104041,95,"['Blackstone Elementary School', 'Boston Latin School', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250250001002,85,"['Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250259817001,0,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250502001,152,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250259801011,24,[]
250251001002,103,"['Boston International Newcomers Academy', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250005042,454,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250251009005,67,"['Boston International Newcomers Academy', 'Ellison/Parks Early Education School', 'Lee Academy Pilot School', 'Mildred Avenue K-8', 'Quincy_ Josiah Elementary', 'Shaw_ Pauline A. Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy']"
250250705002,314,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251401071,240,"['Another Course to College', 'Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'New Mission High School', 'Ohrenberger_ William School']"
250250917002,133,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'UP Academy Dorchester', 'UP Academy Holland']"
250250924004,101,"['Burke_ Jeremiah E. High School', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Lee_ Joseph K-8', 'Shaw_ Pauline A. Elementary', 'TechBoston Academy', 'Young Achievers Science & Math K-8']"
250250922004,42,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Lee_ Joseph K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Quincy_ Josiah Elementary', 'TechBoston Academy', 'UP Academy Dorchester', 'UP Academy Holland']"
250250203011,210,"['Boston Adult Technical Academy', 'Snowden International School at Copley']"
250251403001,50,"['Another Course to College', 'Channing_ William E. Elementary', 'Chittick_ James J. Elementary', 'Grew_ Henry Elementary', 'New Mission High School']"
250251303001,154,"['Bates_ Phineas Elementary', 'Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250250106002,210,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250815001,62,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Fenway High School', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hennigan_ James W. K-8', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'Mendell_ Ellis Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'Trotter_ William Monroe K-8', 'West Zone Early Learning Center', 'Winthrop_ John Elementary']"
250251301004,154,['Lyndon_ Patrick K-8']
250251404001,228,"['Another Course to College', 'Chittick_ James J. Elementary', 'Ellison/Parks Early Education School', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'New Mission High School']"
250250006014,47,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Edison_ Thomas A. K-8', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Lyon_ Mary High School', 'Winship_ F. Lyman Elementary']"
250250303001,702,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'McKay_ Donald K-8']"
250250511014,230,"['Bradley_ Manassah E. Elementary', 'Guild_ Curtis Elementary']"
250251304024,193,"['Beethoven_ Ludwig van Elementary', 'Ohrenberger_ William School']"
250250811002,417,"['Boston Latin School', 'Curley K-8', 'Fenway High School', 'Hennigan_ James W. K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250303002,206,[]
250251403006,143,"['Another Course to College', 'Chittick_ James J. Elementary', 'Grew_ Henry Elementary', 'New Mission High School']"
250250507003,103,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250505001,140,"['Adams_ Samuel Elementary', 'Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', 'McKay_ Donald K-8', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250809002,65,"['Boston Day & Evening Academy', 'Boston Latin School', 'Fenway High School', 'Hale_ Nathan Elementary', 'Hennigan_ James W. K-8', 'Higginson-Lewis', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ Edward M. Academy for Health Careers', 'Kennedy_ John F. Elementary', 'McKinley_ William Preparatory High School', 'Mendell_ Ellis Elementary', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'West Zone Early Learning Center']"
250250916001,51,"['Boston Arts Academy', 'Burke_ Jeremiah E. High School', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland']"
250250008021,145,"['Boston Green Academy', 'Brighton High School', 'Gardner Pilot Academy', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8']"
250250008032,0,[]
250250612002,52,"['Blackstone Elementary School', 'Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Excel High School', 'Mason_ Samuel Elementary', 'Perkins_ Michael J. Elementary', 'Russell_ William E.  Elementary', 'UP Academy Boston']"
