state,county,tract,blockgroup,city,GEOID10,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
25,005,641300,2,Fall River,250056413002,1499,948,100,90,57,0,0,10,0,13,190,34,52,56,58,142,0,0,62,0,0,18,15,21,30,551,0,15,45,0,0,11,0,0,124,35,16,25,41,53,48,38,14,0,0,0,42,44,0
25,023,510502,1,Brockton,250235105021,795,326,0,11,62,15,0,29,0,0,17,60,21,10,17,38,5,0,0,13,0,19,0,0,9,469,73,43,55,39,0,0,0,0,0,101,17,21,12,58,0,0,14,0,0,28,0,0,8
25,023,530400,4,Plymouth,250235304004,729,392,24,19,37,16,0,0,0,1,0,20,1,25,36,39,0,14,20,29,31,33,16,31,0,337,0,0,15,18,0,0,0,0,0,17,24,19,16,0,0,20,25,32,69,46,0,15,21
25,013,813601,3,Wilbraham,250138136013,1641,786,31,16,19,0,59,32,25,28,32,93,16,18,21,46,98,59,87,51,0,15,14,14,12,855,12,124,19,21,0,0,0,23,58,50,62,55,83,44,30,30,84,26,41,38,31,10,14
25,027,757100,1,Southbridge Town,250277571001,743,354,0,0,29,0,7,0,0,42,0,53,0,32,71,23,20,9,20,0,33,15,0,0,0,389,13,0,57,19,0,20,0,28,25,20,25,15,24,42,36,0,10,0,18,16,11,0,10
25,021,420202,1,Randolph Town,250214202021,1281,606,100,0,26,44,0,13,0,12,34,58,36,42,40,36,33,13,41,0,24,0,46,8,0,675,18,18,49,0,7,16,0,0,0,72,112,53,39,86,14,27,80,0,0,71,0,13,0
25,017,314200,1,Lowell,250173142001,1190,502,0,15,32,53,20,56,0,20,18,27,0,0,58,102,18,24,17,0,0,0,26,0,16,688,0,0,100,0,0,0,0,51,20,27,80,58,79,35,82,38,0,0,34,66,0,0,18
25,013,811102,3,Chicopee,250138111023,1124,562,38,51,32,15,15,0,0,0,19,36,34,69,46,30,57,14,25,14,14,40,0,13,0,562,41,17,18,0,0,20,0,0,0,59,46,30,79,33,44,29,12,0,42,13,40,13,26
25,017,383501,3,Framingham,250173835013,1135,493,17,34,14,23,0,0,0,23,116,63,42,17,27,14,49,0,0,20,27,7,0,0,0,642,63,22,55,0,37,0,0,56,103,72,12,10,26,43,58,31,12,20,0,4,0,8,10
25,013,812300,2,West Springfield Town,250138123002,1552,887,83,108,46,0,0,21,0,0,50,123,77,215,19,24,73,0,20,0,1,10,0,17,0,665,0,34,16,49,0,0,0,93,7,32,30,104,88,61,22,0,0,69,1,25,0,34,0
25,027,708100,4,Gardner,250277081004,2500,1301,49,172,107,27,24,29,14,53,14,105,89,107,86,82,152,17,53,25,34,23,0,0,39,1199,74,111,131,11,0,0,14,18,0,115,23,177,49,108,28,71,129,37,29,23,0,51,0
25,003,922300,1,Adams,250039223001,1028,485,39,12,12,20,10,0,0,0,26,61,41,15,38,52,49,0,31,8,2,21,6,18,24,543,46,0,28,61,10,0,22,0,81,27,8,64,18,27,29,13,23,11,0,10,19,18,28
25,023,511701,5,Brockton,250235117015,644,270,51,27,17,0,0,10,0,0,17,22,47,0,0,11,0,17,10,4,13,16,8,0,0,374,37,27,32,0,0,0,0,0,30,34,49,11,0,0,26,0,15,31,41,11,0,0,30
25,017,336401,3,Melrose,250173364013,2131,952,85,64,53,0,0,0,32,98,105,119,72,66,35,129,19,8,0,29,0,15,15,8,0,1179,27,60,65,128,16,0,0,22,265,28,94,147,109,121,0,0,27,16,0,13,13,0,28
25,021,420202,2,Randolph Town,250214202022,1513,816,34,22,53,56,18,0,12,0,102,114,36,45,64,93,60,35,25,0,0,23,8,16,0,697,0,7,20,30,0,0,13,50,22,34,0,69,29,65,169,0,19,46,25,34,18,33,14
25,021,457200,4,Needham,250214572004,1246,579,44,80,53,24,0,0,0,14,0,18,17,24,30,73,49,34,0,19,51,33,16,0,0,667,0,60,29,21,20,0,19,45,0,18,18,73,31,66,63,18,39,17,32,48,17,17,16
25,003,922200,3,Adams,250039222003,1412,797,75,9,37,39,0,0,0,34,102,12,54,46,52,84,105,0,9,39,38,27,28,7,0,615,19,40,5,6,10,0,0,0,90,28,63,52,54,30,53,52,15,6,13,27,30,6,16
25,023,502200,3,Abington,250235022003,2184,929,57,43,23,79,0,0,32,0,33,79,92,0,98,52,21,84,35,30,55,63,19,29,5,1255,71,70,21,26,38,0,36,0,119,29,75,29,74,89,83,65,21,5,79,70,115,49,91
25,013,811800,2,Holyoke,250138118002,1074,588,86,45,26,0,17,47,0,65,0,50,18,70,0,23,18,35,36,0,36,0,0,0,16,486,6,40,0,0,0,0,0,94,118,0,24,9,75,32,32,10,14,0,0,0,32,0,0
25,025,101102,1,Boston,250251011021,787,306,24,0,0,46,21,20,0,0,0,19,0,41,33,52,21,0,7,0,0,0,22,0,0,481,58,0,15,0,42,0,0,41,106,8,0,14,20,54,29,12,28,15,39,0,0,0,0
25,023,525101,3,Bridgewater Town,250235251013,683,381,14,12,32,0,15,30,0,54,61,0,14,19,0,12,41,0,16,0,0,12,0,0,49,302,13,18,0,0,29,0,0,22,78,1,0,19,54,42,0,0,0,11,0,15,0,0,0
25,001,012700,3,Barnstable Town,250010127003,788,355,0,0,12,0,31,0,0,0,32,14,31,18,0,0,71,36,13,0,11,31,42,0,13,433,18,17,17,22,0,0,0,26,30,0,0,18,0,67,64,13,11,13,13,30,44,14,16
25,015,820300,3,North Amherst,250158203003,1369,754,0,53,61,0,13,273,22,61,54,18,21,39,0,12,67,0,0,19,14,14,0,0,13,615,21,28,42,0,9,55,108,0,18,41,97,34,15,38,5,31,30,0,15,0,0,15,13
25,023,511702,1,Brockton,250235117021,1578,965,0,14,73,44,7,0,0,26,30,36,60,83,77,92,98,35,33,19,49,67,46,46,30,613,20,23,52,29,0,0,8,9,33,42,34,40,54,51,71,19,17,11,25,24,41,1,9
25,023,503102,6,North Pembroke,250235031026,1236,615,37,36,35,44,71,13,26,0,54,0,82,2,2,108,40,0,14,0,34,0,17,0,0,621,12,17,18,0,58,0,20,0,25,10,37,20,30,1,126,0,27,0,35,47,17,87,34
25,013,812403,4,West Springfield Town,250138124034,878,421,24,0,11,11,38,13,0,21,33,23,17,19,19,67,28,7,13,8,9,26,25,0,9,457,0,36,26,17,10,0,0,0,7,41,10,6,75,47,24,13,0,7,16,26,30,20,46
25,013,812800,2,Westfield,250138128002,1755,985,8,33,0,33,17,78,21,125,206,25,70,15,12,85,98,34,81,12,0,32,0,0,0,770,39,56,35,14,0,0,0,27,75,0,81,66,60,41,74,0,108,0,14,35,0,45,0
25,023,560100,2,Mattapoisett Center,250235601002,832,438,0,0,35,0,38,0,0,0,0,29,0,0,17,17,14,0,84,75,0,29,12,36,52,394,0,15,0,0,0,0,0,23,12,12,0,16,16,33,59,19,78,15,30,12,54,0,0
25,013,800102,2,Springfield,250138001022,1192,478,0,41,37,46,0,0,0,28,41,70,47,45,0,38,40,8,8,0,0,29,0,0,0,714,67,45,165,29,0,0,34,91,25,24,69,53,15,9,22,24,0,0,5,4,6,27,0
25,027,730100,4,Worcester,250277301004,1168,519,0,16,1,18,0,0,0,19,60,33,16,0,106,39,99,25,8,0,22,21,17,19,0,649,0,0,31,9,1,0,21,21,40,26,70,19,52,60,97,40,0,0,18,36,50,13,45
25,009,260800,1,Haverhill,250092608001,2351,1031,160,151,92,36,23,13,0,0,112,45,169,44,40,6,26,34,9,0,25,29,0,17,0,1320,200,50,63,28,35,0,0,35,100,161,105,83,51,77,114,41,16,18,41,59,0,25,18
25,017,341500,5,Malden,250173415005,1211,485,14,71,35,36,23,0,26,25,62,61,53,4,34,11,11,0,0,14,0,5,0,0,0,726,61,26,38,51,0,0,5,147,71,89,53,10,81,24,11,0,7,5,0,27,0,0,20
25,009,252400,3,Methuen Town,250092524003,1096,536,62,33,64,0,0,0,49,2,56,0,16,36,62,54,0,0,0,40,8,0,46,8,0,560,0,54,33,0,42,1,57,0,30,44,93,17,11,45,44,0,8,0,27,30,17,0,7
25,025,170300,1,Revere,250251703001,2130,1130,115,61,57,0,0,0,40,86,118,178,158,118,48,89,14,0,0,33,15,0,0,0,0,1000,87,0,0,0,0,0,8,84,235,164,57,0,107,93,0,14,75,54,9,13,0,0,0
25,021,417701,3,Quincy,250214177013,1826,954,153,45,0,0,13,0,0,74,67,75,173,158,23,16,0,58,50,0,13,17,17,0,2,872,157,23,0,0,11,0,0,63,83,103,147,183,0,28,0,13,28,0,17,16,0,0,0
25,025,070101,3,Boston,250250701013,794,430,32,0,31,0,33,0,0,17,54,48,42,17,0,13,15,0,0,13,0,46,25,22,22,364,0,13,0,0,0,0,0,7,127,40,0,14,32,14,0,0,0,0,35,30,0,21,31
25,017,342102,2,Everett,250173421022,799,386,0,19,9,47,0,51,23,23,31,0,24,12,71,0,62,0,0,0,5,0,0,0,9,413,12,22,0,0,63,0,0,35,39,0,56,9,57,31,26,0,0,0,32,18,0,7,6
25,005,652800,2,New Bedford,250056528002,980,497,52,9,12,0,13,0,0,15,53,114,23,0,50,37,7,18,18,0,27,11,24,14,0,483,9,22,50,11,9,0,0,11,9,55,0,41,12,27,26,8,70,0,7,38,6,8,64
25,027,753100,2,Oxford,250277531002,1158,500,0,53,0,0,13,0,0,0,17,85,56,12,90,0,86,0,59,10,0,19,0,0,0,658,45,0,114,81,0,0,0,0,17,40,45,24,24,107,23,48,26,10,10,21,0,23,0
25,009,250600,3,Lawrence,250092506003,1413,703,50,30,70,39,75,12,12,61,134,0,0,39,60,25,48,32,0,0,0,0,0,16,0,710,21,71,63,60,0,34,27,50,51,11,34,118,50,68,18,0,0,7,0,6,5,16,0
25,009,213100,5,Boxford,250092131005,2525,1247,48,70,85,83,12,12,0,16,19,37,31,105,78,132,31,37,95,101,117,0,35,31,72,1278,43,63,103,64,81,0,49,0,0,57,28,119,75,108,111,93,83,62,24,14,0,18,83
25,021,415200,2,Randolph Town,250214152002,3297,1736,109,190,108,64,70,39,0,32,70,132,86,128,139,133,102,55,31,1,76,51,89,21,10,1561,47,133,54,100,19,0,13,19,91,62,115,170,184,85,102,53,48,52,61,35,30,53,35
25,025,130402,1,Boston,250251304021,1152,530,73,16,31,0,0,0,0,0,0,57,38,38,31,48,59,16,0,13,0,0,82,13,15,622,60,0,18,0,0,0,10,0,56,79,0,36,15,108,52,36,31,14,0,0,48,0,59
25,017,373700,2,Newton,250173737002,1072,508,26,0,46,35,0,0,12,0,0,28,23,8,63,33,33,26,9,35,33,62,28,0,8,564,32,37,54,19,0,0,0,11,11,31,0,0,74,34,47,18,64,30,49,45,0,8,0
25,015,820802,1,South Amherst,250158208021,1153,473,0,0,0,0,222,99,81,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,6,319,180,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,021,404400,2,Wellesley,250214044002,643,319,26,43,38,30,1,8,0,0,0,0,12,19,20,28,7,0,50,6,10,0,16,5,0,324,12,13,53,5,14,31,0,0,6,11,12,7,36,23,25,43,5,0,7,5,16,0,0
25,017,339900,2,Medford,250173399002,726,333,0,66,0,0,0,0,0,0,77,30,0,88,0,0,0,0,38,34,0,0,0,0,0,393,50,64,0,22,0,0,0,43,0,21,86,0,4,21,34,0,16,29,0,3,0,0,0
25,005,631600,2,Attleboro,250056316002,1020,516,80,1,0,47,2,0,46,19,45,78,41,0,54,15,27,9,27,0,0,7,10,8,0,504,42,34,13,1,39,0,0,9,51,54,16,69,0,30,59,18,0,6,0,15,39,9,0
25,027,761200,3,Northborough,250277612003,1552,769,18,0,32,32,0,0,0,13,67,31,29,53,33,48,99,5,25,4,18,53,32,25,152,783,0,0,17,0,34,0,0,5,15,25,30,64,80,40,0,6,78,7,29,58,76,74,145
25,025,090901,2,Boston,250250909012,1916,973,19,10,32,4,190,64,101,101,181,112,44,11,5,16,37,0,0,1,0,22,22,1,0,943,24,0,56,18,160,47,53,75,113,124,58,24,0,32,56,0,0,9,28,18,0,27,21
25,021,420201,2,Randolph Town,250214202012,2575,1106,71,34,38,27,31,62,80,0,100,64,29,103,15,57,90,7,172,25,27,0,44,21,9,1469,124,28,49,74,100,0,11,42,117,9,33,111,55,92,79,138,126,37,18,31,28,58,109
25,027,731101,1,Worcester,250277311011,731,333,0,11,52,49,8,0,0,0,0,20,50,39,28,11,0,27,0,0,9,10,9,0,10,398,0,27,53,53,57,0,11,0,21,10,16,51,0,10,9,0,44,10,0,16,0,10,0
25,023,511200,3,Brockton,250235112003,1917,932,122,49,159,33,111,0,0,33,70,14,94,46,55,43,47,6,32,0,0,10,0,8,0,985,33,76,120,68,0,30,0,9,117,95,106,73,0,46,0,27,53,31,0,60,0,14,27
25,017,327102,1,East Pepperell,250173271021,905,408,43,29,0,0,13,0,0,0,31,51,13,0,11,21,52,17,14,28,27,29,13,0,16,497,38,36,19,11,0,0,0,15,15,79,0,18,37,30,66,35,14,12,28,26,9,0,9
25,001,012101,3,South Yarmouth,250010121013,879,373,21,0,12,0,15,0,0,15,57,0,35,0,40,39,68,16,0,0,0,0,42,0,13,506,19,0,0,11,48,0,0,36,0,0,16,40,54,27,15,41,48,0,0,27,63,27,34
25,025,120400,2,Boston,250251204002,635,243,21,13,0,0,18,0,0,0,47,15,40,0,0,39,0,22,18,0,0,10,0,0,0,392,23,0,0,0,0,0,0,10,31,33,12,0,40,37,126,0,18,0,13,49,0,0,0
25,003,921400,1,North Adams,250039214001,689,348,28,30,30,17,0,0,9,11,11,0,0,28,11,0,33,13,33,17,44,20,5,8,0,341,17,0,0,28,0,0,8,18,12,0,0,20,36,26,38,30,32,15,21,18,10,0,12
25,017,315100,1,Lowell,250173151001,3000,1360,104,31,117,42,47,30,36,0,52,100,22,141,142,116,74,41,60,35,49,39,32,50,0,1640,47,40,71,146,31,56,33,70,100,80,58,106,143,88,119,63,60,15,160,26,32,43,53
25,003,931100,2,North Adams,250039311002,1138,592,39,32,32,29,9,38,7,28,19,64,24,31,17,53,43,4,24,6,21,23,23,6,20,546,20,53,34,12,6,4,0,17,17,38,26,46,25,53,35,20,20,23,19,25,31,16,6
25,023,506202,1,Marshfield,250235062021,1228,580,20,8,54,21,5,0,12,37,8,30,43,0,27,40,59,8,66,5,30,39,35,22,11,648,29,26,33,23,0,0,0,27,45,16,49,0,31,43,49,24,36,23,28,48,48,26,44
25,017,356701,6,Arlington,250173567016,748,300,15,11,12,0,0,21,0,0,28,19,31,55,0,0,20,10,8,15,2,32,0,21,0,448,30,10,12,0,0,0,0,0,35,98,42,11,25,27,15,11,43,0,18,21,0,50,0
25,027,761400,5,Devens,250277614005,816,420,12,20,62,9,0,0,13,15,0,28,24,0,36,57,19,0,7,6,15,26,45,7,19,396,11,7,62,12,13,0,0,0,14,19,0,20,37,50,26,12,8,12,10,69,7,7,0
25,001,013500,3,Forestdale,250010135003,2947,1570,29,0,55,43,191,59,52,69,21,77,93,49,158,98,151,85,34,30,65,80,61,27,43,1377,43,49,120,9,0,0,0,23,51,0,64,95,126,119,203,100,77,38,127,15,69,34,15
25,025,130100,5,Boston,250251301005,952,616,58,17,11,39,0,0,0,19,72,25,45,81,24,83,17,0,31,39,0,18,37,0,0,336,60,0,19,0,0,0,0,0,0,25,54,18,11,55,30,16,20,0,0,0,0,0,28
25,017,311600,1,Lowell,250173116001,1492,626,7,0,37,31,8,22,9,48,23,26,19,60,102,15,37,49,34,28,0,10,31,30,0,866,37,14,52,24,45,19,0,46,69,60,17,101,24,79,48,38,23,20,47,38,54,11,0
25,021,401000,2,Brookline,250214010002,678,308,20,9,36,25,0,0,0,12,33,19,7,21,19,7,18,12,8,0,8,30,6,9,9,370,0,8,52,0,0,0,0,28,21,32,0,51,11,9,21,9,8,7,35,43,6,18,11
25,017,310100,1,Lowell,250173101001,1367,680,22,0,56,0,147,66,29,96,14,64,71,0,18,41,0,8,0,15,0,33,0,0,0,687,21,51,15,16,104,45,25,39,13,124,73,0,22,0,36,23,0,0,14,15,51,0,0
25,003,922100,3,Adams,250039221003,695,355,0,55,39,11,11,0,0,0,10,12,20,56,10,20,0,27,10,9,36,9,10,0,10,340,0,0,20,0,0,0,0,20,35,29,31,1,8,8,28,10,39,9,9,19,50,0,24
25,017,338200,2,Winchester,250173382002,990,489,63,0,54,32,0,0,8,12,0,10,0,39,45,61,34,21,0,27,16,0,8,50,9,501,32,30,24,9,0,0,0,11,0,10,31,29,25,70,22,43,33,24,7,0,44,48,9
25,023,520201,1,Abington,250235202011,649,345,0,12,10,20,9,11,0,30,14,27,36,22,9,26,21,0,11,8,19,23,0,0,37,304,0,29,0,0,0,0,0,0,0,19,0,44,35,19,21,7,36,0,21,24,12,37,0
25,001,011300,2,Dennis,250010113002,1262,613,10,9,0,0,0,13,0,0,0,42,19,20,0,13,74,47,9,52,49,95,69,33,59,649,0,0,9,9,12,15,0,17,10,12,9,0,17,68,71,16,41,28,55,114,100,13,33
25,017,339500,4,Medford,250173395004,835,321,27,0,0,5,0,0,0,11,30,37,22,25,12,38,33,0,10,30,9,16,8,8,0,514,34,33,21,21,6,0,0,79,52,45,9,30,39,15,7,7,48,21,0,16,18,8,5
25,001,014002,3,Pocasset,250010140023,774,341,11,37,13,12,0,0,0,32,0,45,27,11,11,13,0,0,47,21,11,0,29,21,0,433,0,10,0,0,0,0,0,0,26,55,0,0,12,0,20,0,13,9,0,42,65,42,139
25,013,802100,4,Springfield,250138021004,869,467,0,20,0,0,0,22,29,53,25,0,67,18,63,0,85,0,20,40,0,25,0,0,0,402,39,41,0,0,0,0,0,90,0,0,45,24,50,58,40,0,15,0,0,0,0,0,0
25,017,354600,2,Cambridge,250173546002,726,352,23,0,67,0,0,0,0,0,0,30,20,27,20,63,13,12,0,13,1,52,11,0,0,374,0,48,39,14,0,32,0,0,15,36,11,64,20,0,45,13,12,0,1,11,0,0,13
25,021,442202,4,Franklin Town,250214422024,1767,693,20,17,29,45,0,0,0,0,50,0,34,61,81,60,96,15,55,24,13,64,0,29,0,1074,49,61,168,93,19,0,0,0,25,13,36,58,82,136,107,35,24,26,27,72,0,15,28
25,025,070402,1,Boston,250250704021,2701,1261,0,43,42,26,19,21,12,71,281,154,73,53,43,47,103,30,32,5,86,42,13,44,21,1440,29,41,27,50,22,4,5,40,188,177,88,74,50,91,118,70,29,45,51,60,41,73,67
25,025,160501,1,Chelsea,250251605011,2833,1400,142,114,95,102,24,67,66,61,88,81,126,209,35,93,22,23,12,0,0,23,9,0,8,1433,119,100,83,39,118,0,65,58,127,71,199,122,134,58,44,18,12,0,13,9,20,24,0
25,025,000802,4,Boston,250250008024,1636,993,17,16,12,16,0,25,0,109,238,209,149,0,103,26,18,0,17,0,0,0,20,18,0,643,0,18,0,31,0,112,11,65,108,47,49,40,12,66,30,0,0,0,26,28,0,0,0
25,003,920101,3,Williamstown,250039201013,2109,925,7,21,50,53,223,161,101,126,17,9,26,0,26,9,17,16,15,6,6,10,0,18,8,1184,14,33,15,46,398,174,116,70,25,7,27,31,25,16,7,9,39,0,72,19,8,9,24
25,017,358300,2,Lexington,250173583002,2264,1231,59,38,223,168,38,0,0,23,11,24,18,134,141,130,62,12,24,27,28,0,18,18,35,1033,32,60,109,72,0,15,0,0,0,11,63,91,181,93,74,0,11,66,39,18,34,35,29
25,027,753200,1,Oxford,250277532001,2395,1375,141,67,246,13,42,0,0,54,54,19,95,61,66,145,24,81,85,32,15,76,59,0,0,1020,41,29,54,0,29,17,0,0,107,35,86,70,128,48,87,94,31,14,12,31,29,0,78
25,027,753100,5,Oxford,250277531005,2136,932,40,168,0,18,19,19,0,48,107,0,15,65,79,99,172,45,0,9,19,0,0,10,0,1204,53,43,167,61,17,0,48,185,71,57,88,0,68,103,135,48,0,0,0,15,24,0,21
25,023,506204,2,Ocean Bluff-Brant Rock,250235062042,1868,971,50,44,13,77,89,22,0,18,0,0,48,78,112,115,77,23,25,48,51,14,16,0,51,897,102,70,34,11,80,39,0,0,0,0,98,72,181,10,59,34,0,0,49,58,0,0,0
25,005,614101,3,Taunton,250056141013,2313,1186,168,86,140,134,20,0,87,47,68,15,46,55,31,73,79,17,38,29,0,38,15,0,0,1127,136,27,15,33,0,0,0,62,18,119,210,28,0,57,206,97,14,19,51,13,22,0,0
25,001,014100,1,Forestdale,250010141001,949,577,78,74,41,2,11,17,0,89,106,69,50,28,4,5,3,0,0,0,0,0,0,0,0,372,29,41,37,2,0,14,0,27,109,51,41,13,3,2,3,0,0,0,0,0,0,0,0
25,025,170200,4,Revere,250251702004,1168,564,43,65,7,26,5,16,0,6,0,41,51,71,20,52,26,8,48,0,13,16,43,7,0,604,15,47,0,0,0,7,0,11,0,75,58,35,39,38,19,15,67,0,26,35,86,0,31
25,003,935300,1,North Adams,250039353001,878,441,59,41,46,0,0,0,16,0,46,0,26,38,27,9,18,0,18,20,20,34,15,0,8,437,0,33,10,21,0,0,0,0,82,39,57,0,13,14,39,0,8,0,45,26,17,7,26
25,009,202102,1,Swampscott,250092021021,1182,527,30,44,94,32,0,0,22,0,19,41,13,0,30,91,59,0,13,0,0,0,0,15,24,655,16,27,77,37,45,0,0,44,53,16,0,40,79,52,43,15,0,57,12,19,12,0,11
25,009,251800,3,Lawrence,250092518003,3161,1529,61,116,119,0,35,0,109,0,147,130,71,152,80,219,101,0,75,41,23,12,38,0,0,1632,116,127,160,131,16,21,0,0,102,144,164,121,48,32,165,43,61,62,36,46,0,37,0
25,027,732600,4,Worcester,250277326004,596,277,0,46,0,0,0,0,0,18,31,25,13,0,22,33,33,0,29,0,8,8,11,0,0,319,10,28,22,9,0,0,1,0,17,86,0,0,30,21,11,9,26,0,0,16,14,19,0
25,027,716300,3,Clinton,250277163003,1402,700,99,0,0,19,0,8,15,40,50,100,139,53,39,48,14,23,0,8,7,30,8,0,0,702,53,99,0,9,22,9,30,0,135,61,0,3,45,41,84,13,0,15,17,10,0,0,56
25,017,339801,1,Medford,250173398011,3042,1799,59,24,11,0,17,18,21,444,269,332,126,84,29,135,44,35,0,33,35,17,16,17,33,1243,85,17,0,22,0,0,0,35,259,236,91,77,84,74,12,31,16,0,63,33,48,40,20
25,013,813207,2,Agawam Town,250138132072,681,319,0,0,0,0,0,0,0,0,41,0,22,112,48,18,34,0,13,14,0,0,17,0,0,362,32,0,0,0,0,0,0,0,0,35,12,54,0,32,36,0,0,28,19,18,66,13,17
25,013,800900,3,Springfield,250138009003,1588,834,77,149,58,69,63,0,20,59,17,35,73,51,44,0,0,49,0,0,0,0,70,0,0,754,0,89,93,30,36,0,0,51,43,91,42,126,37,59,28,0,8,0,0,21,0,0,0
25,017,370102,2,Watertown Town,250173701022,1601,809,93,0,0,9,6,9,0,21,92,159,45,45,43,36,22,43,43,15,16,0,66,31,15,792,73,23,0,0,26,0,0,0,76,124,29,49,14,0,92,60,29,0,25,32,62,33,45
25,005,611102,1,Norton Center,250056111021,2790,1327,0,18,32,0,279,198,84,131,96,48,63,27,86,88,59,32,14,14,0,40,9,0,9,1463,15,28,22,58,439,184,182,140,13,23,41,30,53,49,34,29,21,20,16,30,9,27,0
25,017,316201,1,Pinehurst,250173162011,1379,663,126,25,31,44,0,0,0,9,23,71,58,28,80,51,20,0,10,33,0,21,33,0,0,716,107,0,55,31,11,8,0,24,45,141,27,47,66,24,14,18,33,23,0,11,10,12,9
25,017,357800,3,Belmont,250173578003,1008,479,9,54,43,35,9,11,0,8,0,9,18,37,24,54,35,17,19,31,9,27,19,0,11,529,17,22,48,72,20,0,0,22,0,0,23,31,52,81,40,10,15,6,10,21,29,0,10
25,009,217100,3,Beverly,250092171003,1677,700,13,16,103,0,0,0,0,0,0,25,11,73,65,65,55,14,50,74,37,0,39,9,51,977,10,28,86,61,21,0,0,0,0,80,47,54,60,61,77,4,69,0,47,125,23,15,109
25,001,010600,1,Chatham,250010106001,481,217,0,0,17,0,0,0,0,0,0,0,0,0,6,9,8,33,27,15,10,18,22,35,17,264,0,0,0,0,0,0,0,0,0,10,0,0,0,17,8,30,25,0,17,18,32,18,89
25,017,357100,4,Belmont,250173571004,990,493,13,39,42,38,4,0,0,0,41,9,48,52,21,23,17,0,29,12,0,10,32,19,44,497,43,42,68,17,0,0,8,6,0,28,17,47,39,21,10,0,24,0,11,30,44,9,33
25,017,314301,4,Lowell,250173143014,1905,964,144,73,115,44,20,19,45,0,48,22,98,63,74,59,56,18,19,1,15,0,0,31,0,941,7,62,56,57,0,0,19,53,30,72,114,74,76,78,139,20,1,0,33,34,16,0,0
25,003,900300,2,Pittsfield,250039003002,682,300,25,28,10,10,14,0,1,23,0,51,27,14,1,0,17,16,9,19,17,0,9,9,0,382,0,16,0,78,32,0,0,16,32,34,40,17,10,17,18,32,19,0,0,0,0,11,10
25,027,759100,1,East Brookfield,250277591001,1037,556,56,24,13,0,0,0,0,59,72,65,23,0,34,44,27,6,28,8,20,27,16,12,22,481,44,16,19,11,6,9,6,50,41,21,14,24,28,42,57,19,13,12,7,24,8,0,10
25,027,731500,1,Worcester,250277315001,736,297,45,0,29,0,0,0,0,48,0,6,0,41,13,0,17,0,47,0,16,17,0,18,0,439,0,0,84,51,0,0,0,0,0,43,0,31,81,10,51,24,40,0,0,24,0,0,0
25,027,726200,2,Spencer,250277262002,1881,994,39,56,57,33,36,20,0,13,12,92,140,105,45,58,62,60,23,21,44,78,0,0,0,887,0,49,44,37,68,0,12,0,35,54,133,50,97,45,46,15,90,15,41,14,0,0,42
25,017,332200,4,Burlington,250173322004,1950,936,54,67,86,0,0,0,20,43,28,30,75,54,46,155,91,38,38,14,31,33,0,17,16,1014,0,81,61,53,36,33,0,20,48,64,76,49,90,86,64,13,53,17,0,50,30,61,29
25,001,015300,1,Barnstable Town,250010153001,1070,563,48,86,69,0,0,0,0,33,0,83,31,49,62,46,20,0,3,13,0,20,0,0,0,507,42,63,56,0,0,0,0,0,0,45,73,114,60,0,9,0,33,0,0,12,0,0,0
25,025,040300,1,Boston,250250403001,681,265,0,5,65,0,10,0,0,19,0,11,0,9,47,0,77,0,0,10,5,0,7,0,0,416,106,0,0,0,0,0,0,67,71,0,50,0,4,31,61,0,0,0,5,0,0,21,0
25,023,542102,1,North Lakeville,250235421021,2613,1362,86,52,78,45,46,12,13,77,77,110,64,46,129,97,109,55,50,50,29,54,53,26,4,1251,23,46,66,67,26,24,9,42,60,85,29,35,109,110,110,34,112,42,50,64,48,30,30
25,027,713100,1,South Lancaster,250277131001,2526,1509,50,122,256,191,44,0,28,68,114,18,122,59,111,90,79,18,82,0,14,0,43,0,0,1017,58,67,63,53,21,27,0,54,0,46,125,160,94,38,122,0,20,12,14,43,0,0,0
25,005,651100,2,New Bedford,250056511002,1386,798,77,77,52,152,12,14,0,79,39,42,4,64,33,78,41,9,8,8,0,0,0,0,9,588,28,41,85,50,0,2,24,10,0,88,41,75,54,25,16,0,9,0,0,7,0,1,32
25,025,010203,1,Boston,250250102031,815,470,0,0,56,0,12,89,9,185,35,3,0,21,52,3,0,5,0,0,0,0,0,0,0,345,0,0,0,0,0,35,7,134,91,0,0,54,0,24,0,0,0,0,0,0,0,0,0
