state,county,tract,blockgroup,city,GEOID10,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
25,009,252602,4,Methuen Town,250092526024,1824,999,56,95,71,61,13,0,13,9,115,35,80,44,58,109,46,51,33,29,7,58,9,7,0,825,12,39,38,28,10,0,0,50,71,61,64,18,95,74,45,59,30,7,28,52,27,7,10
25,005,641300,5,Fall River,250056413005,1012,583,85,13,0,17,1,0,0,86,141,38,0,20,1,31,16,17,0,15,35,0,67,0,0,429,0,0,0,0,53,0,0,144,54,0,0,18,0,43,22,15,36,0,0,13,17,0,14
25,027,710600,5,Fitchburg,250277106005,1917,991,0,152,117,13,26,14,0,17,132,144,81,69,38,30,62,0,0,12,0,7,77,0,0,926,0,184,56,59,45,0,0,63,79,158,24,15,21,96,9,15,13,0,14,6,55,0,14
25,017,353000,3,Cambridge,250173530003,1065,526,46,17,29,29,8,12,0,25,74,55,21,22,11,72,0,15,0,0,14,48,0,8,20,539,0,0,0,18,0,0,0,53,107,74,9,23,20,67,10,14,6,0,7,31,46,31,23
25,025,050901,2,Boston,250250509012,1726,943,0,10,102,32,22,0,31,14,88,166,153,113,59,32,36,12,11,11,38,0,13,0,0,783,14,61,42,57,0,0,0,10,23,204,109,51,55,39,36,11,29,9,0,18,15,0,0
25,009,209100,1,Lynnfield,250092091001,1608,735,63,26,96,12,26,0,0,29,42,25,22,82,59,92,68,0,0,48,0,0,32,13,0,873,76,133,17,63,0,0,0,55,0,26,40,37,73,125,48,0,28,0,56,24,47,13,12
25,017,382100,2,Cochituate,250173821002,981,499,38,34,50,12,0,0,10,0,4,0,33,11,39,87,22,21,22,0,0,32,35,37,12,482,0,21,8,30,8,0,12,0,16,10,15,79,21,58,31,0,43,13,44,0,0,63,10
25,027,744200,4,Milford,250277442004,1511,830,47,23,50,11,65,2,0,0,140,80,0,40,73,81,59,40,17,45,14,14,18,0,11,681,41,0,28,16,33,0,0,0,11,44,0,124,81,35,50,25,46,24,28,0,44,11,40
25,027,744102,2,Milford,250277441022,2508,1251,87,43,70,47,28,0,0,54,16,61,113,108,129,97,139,19,42,9,53,39,72,18,7,1257,56,81,44,65,48,0,19,8,60,32,63,106,62,130,75,16,82,14,39,48,62,25,122
25,025,101002,3,Boston,250251010023,2798,1082,153,50,0,14,42,0,49,31,188,72,26,83,48,49,121,52,22,0,53,4,3,18,4,1716,49,47,43,0,58,0,49,149,165,140,137,0,208,321,159,42,18,34,4,16,15,30,32
25,005,640700,2,Fall River,250056407002,657,349,0,0,26,0,0,12,0,14,58,57,19,11,11,10,17,38,0,22,0,10,25,19,0,308,0,9,0,22,0,0,0,0,13,9,13,9,17,48,63,11,32,0,10,0,43,0,9
25,015,821300,3,Holyoke,250158213003,700,313,8,22,27,4,9,0,0,0,12,19,24,15,7,17,9,8,10,30,16,24,36,0,16,387,37,6,24,13,0,0,0,0,36,16,33,14,6,16,39,10,14,8,10,45,45,6,9
25,017,350700,1,Somerville,250173507001,1045,407,8,15,15,0,0,0,0,12,93,12,16,0,55,0,11,32,59,23,0,36,20,0,0,638,8,0,16,12,0,0,0,48,106,33,0,19,16,49,10,26,0,0,36,36,87,75,61
25,009,252102,1,Methuen Town,250092521021,994,547,11,33,23,11,17,0,8,20,17,38,72,0,40,15,61,57,58,24,0,14,6,16,6,447,0,7,32,14,0,0,0,0,17,12,17,23,27,46,71,53,30,39,8,14,8,15,14
25,027,726200,3,Spencer,250277262003,776,410,0,0,59,0,58,0,0,0,3,77,0,0,17,84,40,0,33,21,0,3,15,0,0,366,0,0,0,0,0,24,26,0,0,21,0,0,97,0,40,33,0,0,0,94,0,16,15
25,009,204101,2,Salem,250092041012,1731,698,58,106,28,8,168,24,35,12,0,25,25,32,54,66,13,0,0,0,11,8,25,0,0,1033,16,83,34,47,399,49,34,19,77,24,31,10,102,22,31,9,5,0,8,17,7,0,9
25,025,170702,3,Revere,250251707023,1329,786,34,12,95,40,0,0,0,0,52,106,107,56,162,43,43,0,0,3,14,0,19,0,0,543,22,13,35,42,8,0,35,8,48,62,46,79,79,33,0,0,16,2,0,0,0,0,15
25,005,641800,1,Fall River,250056418001,1012,553,34,25,19,3,0,7,0,8,112,54,52,53,17,16,53,11,8,11,42,0,6,7,15,459,32,21,13,6,5,8,9,22,65,32,13,23,62,15,38,38,17,0,16,6,7,4,7
25,021,403400,1,Needham,250214034001,1613,726,29,34,40,37,0,0,0,48,0,0,31,44,66,151,61,30,0,43,35,31,31,0,15,887,15,84,128,43,0,0,0,19,36,19,47,53,32,183,17,45,0,28,29,64,15,15,15
25,009,268400,4,Newburyport,250092684004,1352,615,48,22,31,0,0,0,0,21,0,72,26,36,23,2,37,53,59,16,21,68,28,41,11,737,0,34,0,22,0,0,0,0,17,36,22,97,53,111,113,49,73,0,28,48,22,0,12
25,017,339500,3,Medford,250173395003,682,327,11,35,0,12,0,9,0,37,20,19,24,25,9,38,18,0,8,12,19,0,20,0,11,355,38,13,0,8,0,16,0,83,12,28,38,0,22,0,27,0,9,13,31,7,0,10,0
25,009,260500,2,Haverhill,250092605002,1399,671,0,64,47,49,0,0,44,0,44,10,77,37,0,23,160,0,26,7,0,20,40,15,8,728,0,77,78,34,0,0,59,30,19,10,77,36,88,35,70,17,9,8,15,39,16,0,11
25,003,900400,4,Pittsfield,250039004004,1086,433,21,66,19,0,20,0,0,0,0,105,0,0,30,0,17,0,52,11,45,5,32,0,10,653,26,0,0,0,0,0,0,64,0,62,0,44,83,0,37,0,101,80,24,88,44,0,0
25,013,801402,1,Springfield,250138014021,1063,503,61,60,76,50,0,15,26,8,18,34,43,5,13,4,32,0,15,8,0,28,7,0,0,560,36,13,36,27,0,0,0,20,30,82,52,13,37,7,38,21,0,0,0,40,40,39,29
25,005,652000,3,New Bedford,250056520003,1331,631,77,41,16,10,23,0,38,9,66,22,32,57,69,39,43,17,43,7,0,13,0,9,0,700,23,20,38,27,30,13,6,80,67,0,51,43,74,43,26,11,40,0,16,0,21,56,15
25,009,205300,3,Lynn,250092053003,734,393,9,13,41,27,0,0,0,13,24,35,21,82,29,8,9,0,9,0,35,22,8,0,8,341,55,10,18,16,0,0,0,0,24,10,35,40,52,12,17,0,0,8,13,16,0,15,0
25,001,011600,2,Dennis Port,250010116002,619,189,0,17,0,0,13,0,0,0,21,8,8,0,0,17,47,0,11,0,9,21,17,0,0,430,44,53,63,0,0,0,0,0,33,0,23,6,9,20,55,35,24,0,0,35,30,0,0
25,023,511100,6,Brockton,250235111006,774,395,0,57,0,0,0,0,20,0,82,21,39,61,26,0,6,41,24,0,0,12,0,6,0,379,64,16,15,0,15,0,0,44,37,32,0,0,64,18,35,0,0,0,0,21,10,0,8
25,017,335301,1,Wakefield,250173353011,2205,1147,32,73,33,51,59,44,0,12,40,112,69,71,95,35,150,21,28,36,44,23,34,21,64,1058,83,34,31,29,31,0,0,47,48,79,77,72,8,95,140,26,31,34,37,63,23,36,34
25,011,041502,4,Shelburne Falls,250110415024,786,299,4,6,0,14,0,0,0,0,14,22,9,29,7,36,34,35,0,10,18,39,0,10,12,487,8,4,24,5,38,0,0,0,20,34,10,20,7,42,52,15,52,5,53,21,28,34,15
25,023,545400,4,Onset,250235454004,1522,757,0,158,70,0,0,0,0,0,14,81,29,21,20,25,125,0,28,51,4,63,41,11,16,765,34,0,20,0,0,26,0,0,72,119,26,22,24,0,160,83,21,20,6,35,12,26,59
25,017,336402,4,Melrose,250173364024,1517,702,42,12,26,13,0,0,0,20,40,152,63,0,44,60,41,17,36,21,43,25,35,12,0,815,84,84,0,52,0,0,0,0,25,119,79,0,46,49,53,36,37,64,0,41,34,12,0
25,017,311400,4,Lowell,250173114004,2419,1296,35,108,64,32,0,99,86,0,317,57,89,99,91,43,20,46,83,0,1,26,0,0,0,1123,111,38,27,15,17,0,0,113,113,176,104,13,74,71,51,118,32,0,0,0,0,0,50
25,017,316202,1,Pinehurst,250173162021,1449,704,29,41,23,0,10,0,14,62,16,20,86,80,64,92,42,20,26,11,31,0,0,37,0,745,51,30,59,62,0,0,40,13,16,66,59,41,55,68,32,23,21,32,8,0,55,0,14
25,001,012502,2,Barnstable Town,250010125022,995,466,65,40,28,11,0,0,0,0,81,8,0,0,31,29,81,50,9,8,0,0,8,17,0,529,0,0,36,0,0,0,0,16,41,45,80,0,11,26,53,15,29,82,13,33,0,18,31
25,003,900600,5,Pittsfield,250039006005,622,340,25,20,0,24,0,10,0,9,40,65,19,62,0,25,17,8,9,0,0,7,0,0,0,282,13,25,19,11,0,0,11,9,22,35,7,0,21,15,45,0,9,0,0,7,7,26,0
25,005,641101,2,Fall River,250056411012,581,306,10,0,21,0,16,24,23,6,48,0,0,15,38,18,40,0,0,0,0,27,11,9,0,275,0,0,0,0,0,0,0,8,22,0,11,0,0,25,19,17,6,31,8,61,20,28,19
25,009,202200,4,Swampscott,250092022004,1873,938,12,61,71,42,40,18,0,81,20,54,57,61,77,95,49,63,10,0,13,36,41,37,0,935,50,5,28,58,0,0,26,67,0,84,6,42,119,68,117,25,68,0,14,16,0,58,84
25,027,730901,3,Worcester,250277309013,1329,671,76,29,44,17,0,0,0,13,41,23,98,27,13,7,89,7,14,41,22,38,27,10,35,658,8,16,36,43,12,0,0,15,33,37,49,28,8,74,30,17,41,27,17,17,46,56,48
25,027,700100,2,Fitchburg,250277001002,1224,529,18,32,30,21,0,0,0,18,0,22,69,16,50,32,51,0,37,24,36,24,49,0,0,695,108,38,28,28,46,34,0,19,18,58,51,12,0,117,19,44,12,25,0,12,0,11,15
25,005,650102,2,New Bedford,250056501022,1699,879,12,106,52,36,31,9,6,15,80,79,20,33,100,50,69,32,61,17,7,38,17,9,0,820,50,29,60,24,21,0,0,34,66,44,16,67,33,94,85,30,15,16,37,24,27,14,34
25,017,341901,2,Malden,250173419012,644,295,26,5,13,21,0,0,16,12,20,40,18,22,32,4,22,13,0,7,0,0,7,0,17,349,14,37,15,14,0,21,0,0,36,31,14,27,6,27,44,4,0,7,6,0,25,21,0
25,025,120201,2,Boston,250251202012,1951,1078,190,42,20,0,4,10,38,31,81,135,113,164,65,67,73,0,10,10,0,17,8,0,0,873,99,75,55,0,0,2,0,11,53,177,95,30,60,64,6,0,62,0,0,29,6,40,9
25,001,013500,1,East Sandwich,250010135001,2154,1113,95,166,97,8,0,0,0,61,42,0,109,85,42,140,27,13,84,33,51,16,14,30,0,1041,53,87,111,42,0,0,0,63,0,30,110,66,47,58,98,30,51,84,16,33,33,14,15
25,025,030400,2,Boston,250250304002,1004,545,0,0,15,0,0,0,0,63,194,144,35,10,0,40,12,0,9,14,0,0,0,9,0,459,0,34,0,0,0,0,5,73,178,73,11,0,29,0,29,0,0,7,20,0,0,0,0
25,025,100800,5,Boston,250251008005,1139,539,25,0,0,22,0,0,0,0,78,88,0,46,20,119,29,0,0,16,0,35,43,18,0,600,76,0,23,0,16,0,0,6,129,62,0,49,22,27,21,0,0,35,0,72,21,0,41
25,025,160502,3,Chelsea,250251605023,1322,764,52,144,68,10,0,0,0,33,26,67,65,116,12,13,60,0,28,8,9,13,40,0,0,558,123,10,44,25,17,0,0,21,67,79,40,21,0,0,8,13,8,0,10,41,8,23,0
25,025,160101,4,Chelsea,250251601014,2117,1167,81,0,90,92,84,0,30,21,87,181,155,97,71,86,33,19,23,17,0,0,0,0,0,950,70,61,80,79,67,36,32,25,109,82,122,75,0,1,72,1,38,0,0,0,0,0,0
25,017,356602,3,Arlington,250173566023,788,394,13,22,44,18,9,0,0,0,0,13,0,67,53,40,54,10,10,0,19,22,0,0,0,394,42,18,22,32,0,0,0,12,12,22,0,62,43,40,10,20,9,41,0,0,9,0,0
25,017,368600,3,Waltham,250173686003,1003,316,0,23,0,61,0,0,0,8,50,46,16,62,10,0,7,0,9,0,24,0,0,0,0,687,0,66,33,0,0,26,0,94,152,57,37,0,100,0,99,8,0,0,0,15,0,0,0
25,027,732700,2,Worcester,250277327002,731,360,10,51,3,39,1,0,0,15,29,64,2,27,32,18,20,20,0,0,10,19,0,0,0,371,40,0,3,3,0,0,15,38,34,64,39,1,44,0,38,0,11,0,0,23,0,18,0
25,021,402101,1,Dedham,250214021011,637,310,27,21,13,8,0,0,0,0,16,15,64,24,7,17,0,0,12,31,38,0,8,0,9,327,52,0,0,9,0,0,0,0,16,67,46,0,7,24,18,10,21,10,9,9,9,0,20
25,021,417400,3,Quincy,250214174003,558,238,0,0,9,23,0,0,14,0,0,0,0,15,25,69,14,22,15,0,12,9,0,8,3,320,15,10,29,17,21,0,0,14,0,0,0,26,58,31,0,15,27,0,8,21,0,28,0
25,013,810602,1,Chicopee,250138106021,2712,1260,34,41,24,63,19,0,10,19,91,112,22,53,78,108,135,63,91,29,73,133,23,23,16,1452,29,151,55,28,13,18,47,39,92,26,34,43,91,118,165,46,84,44,89,60,79,37,64
25,005,652500,1,New Bedford,250056525001,1130,578,16,78,60,14,27,11,0,29,52,80,48,39,37,7,14,21,36,0,0,0,9,0,0,552,18,94,30,48,0,0,6,12,67,72,24,50,6,56,26,27,0,7,0,9,0,0,0
25,021,404100,1,Wellesley,250214041001,1951,904,103,48,141,47,7,0,11,0,61,0,45,46,120,52,42,0,39,34,31,27,23,27,0,1047,39,107,107,51,41,0,0,46,79,8,30,47,185,97,49,0,18,36,24,0,33,50,0
25,025,092000,3,Boston,250250920003,831,281,0,18,21,0,0,0,0,21,40,29,23,11,54,10,16,0,12,0,12,14,0,0,0,550,98,50,60,0,15,0,0,12,29,59,44,14,54,0,18,33,52,0,0,0,0,5,7
25,009,221300,4,Gloucester,250092213004,1092,607,18,0,43,60,0,24,49,43,36,9,0,31,9,89,26,34,14,0,26,29,39,12,16,485,26,0,0,20,17,8,0,27,16,34,16,29,39,50,40,29,21,27,0,49,19,18,0
25,023,511701,1,Brockton,250235117011,405,193,14,0,0,0,0,0,14,0,35,46,7,0,21,5,9,0,25,10,7,0,0,0,0,212,14,0,0,0,0,0,0,0,29,22,7,0,0,33,15,9,34,0,7,23,5,14,0
25,023,505102,3,North Scituate,250235051023,1442,706,31,62,67,14,0,12,0,0,51,24,21,42,72,90,34,24,42,30,18,26,35,0,11,736,44,52,50,40,14,16,0,16,10,0,53,52,55,96,73,34,41,0,9,35,21,25,0
25,017,337300,3,Stoneham,250173373003,963,499,41,20,24,0,0,0,0,46,0,20,65,0,22,21,39,0,104,28,16,22,0,0,31,464,0,21,24,0,0,0,0,0,18,21,63,0,69,16,0,0,121,12,21,26,0,35,17
25,017,333100,3,Woburn,250173331003,875,383,37,30,0,26,0,0,18,19,34,24,38,17,0,12,0,0,45,26,0,0,15,29,13,492,30,0,52,27,16,0,0,16,24,38,48,0,28,39,39,32,0,0,6,56,28,13,0
25,015,822200,3,Northampton,250158222003,2773,1285,39,70,69,92,32,0,26,27,42,26,55,80,77,60,153,17,98,77,92,53,100,0,0,1488,37,74,120,178,57,0,17,0,35,19,72,133,60,144,185,32,66,71,90,74,0,13,11
25,011,041100,1,Greenfield Town,250110411001,818,354,0,0,13,0,0,0,0,8,27,21,0,53,12,30,21,0,22,3,36,38,45,8,17,464,22,31,22,0,0,13,0,0,14,22,30,28,23,18,41,12,69,8,33,33,34,0,11
25,005,644200,6,Somerset,250056442006,835,467,25,36,67,11,0,0,0,0,23,36,35,0,39,0,39,0,0,17,34,58,30,17,0,368,0,0,49,32,0,0,0,0,23,16,0,17,43,0,14,0,0,15,13,48,38,0,60
25,009,205400,3,Lynn,250092054003,1360,596,31,17,16,18,13,0,9,12,57,66,38,28,30,78,32,34,39,7,48,16,0,7,0,764,22,15,12,67,39,30,29,19,39,60,76,14,81,14,70,24,30,63,24,9,11,7,9
25,021,403100,1,Needham,250214031001,667,317,20,15,51,44,0,0,0,28,0,0,0,56,18,36,22,0,19,0,0,0,8,0,0,350,0,38,47,20,26,0,0,10,9,0,20,19,70,0,43,0,26,7,0,0,15,0,0
25,013,813702,1,Palmer Town,250138137021,1327,656,29,26,39,33,0,0,0,27,29,18,28,65,41,55,84,16,16,52,44,37,8,9,0,671,37,15,57,34,0,0,10,12,11,58,28,24,62,37,70,29,54,0,15,67,22,11,18
25,013,801604,2,Springfield,250138016042,1328,744,11,66,59,54,35,0,20,8,94,17,64,16,28,37,19,23,31,16,48,50,40,8,0,584,18,26,30,13,0,0,0,57,42,9,36,27,40,17,52,43,20,38,16,32,26,33,9
25,017,368902,1,Waltham,250173689021,3263,1743,43,100,46,84,183,142,96,186,111,125,209,219,34,44,67,7,0,8,8,0,0,14,17,1520,47,29,146,0,204,136,73,70,100,191,74,64,63,46,70,0,47,22,49,24,35,11,19
25,017,351300,2,Somerville,250173513002,1621,611,33,33,0,34,0,0,0,14,19,68,75,0,31,30,70,44,32,48,16,16,17,0,31,1010,123,86,0,0,0,0,0,18,94,95,193,81,16,27,0,0,0,15,0,16,76,154,16
25,009,210200,1,Peabody,250092102001,1225,513,10,14,0,0,0,0,13,0,26,10,13,48,44,55,116,10,16,0,8,44,20,26,40,712,27,38,25,23,17,0,14,46,30,0,0,51,60,8,96,37,27,19,8,31,24,25,106
25,005,631800,4,Attleboro,250056318004,1006,468,41,31,68,0,0,0,23,0,24,20,63,22,73,0,35,0,17,17,16,0,0,18,0,538,0,31,35,2,21,0,0,49,48,63,21,59,51,37,51,0,0,0,36,16,0,18,0
25,013,801501,4,Springfield,250138015014,712,246,16,0,46,0,0,14,0,37,0,37,0,0,25,0,0,0,15,16,18,0,0,22,0,466,0,56,0,31,25,20,0,0,0,0,17,30,0,80,0,68,46,48,20,0,15,0,10
25,027,725100,1,East Brookfield,250277251001,851,437,36,13,34,25,4,9,2,12,29,10,29,10,29,10,12,9,51,26,15,34,9,13,16,414,37,24,22,24,0,0,23,1,34,18,0,19,31,11,29,0,38,32,28,18,19,6,0
25,027,758102,1,Sturbridge,250277581021,1243,476,17,0,31,43,0,0,0,0,15,14,40,42,19,103,11,12,0,12,0,76,21,20,0,767,72,93,19,52,0,0,0,17,17,27,41,85,19,91,47,0,24,57,0,0,61,17,28
25,021,417502,4,Quincy,250214175024,1647,797,22,59,13,12,18,0,0,6,127,75,155,34,74,20,66,14,20,30,12,27,0,0,13,850,64,32,33,30,0,0,0,40,128,101,67,59,22,50,62,44,42,14,10,0,38,0,14
25,001,011400,4,South Dennis,250010114004,857,386,14,25,12,0,0,0,0,13,9,63,11,25,10,22,65,10,10,18,12,19,17,8,23,471,74,50,0,0,0,0,17,0,26,30,9,14,20,8,31,27,42,9,16,44,9,33,12
25,025,060700,2,Boston,250250607002,1433,628,100,84,115,6,26,10,0,23,44,26,10,37,15,38,12,12,25,0,5,19,21,0,0,805,28,30,66,35,29,6,21,28,35,64,76,56,73,47,83,18,34,9,8,21,15,23,0
25,021,400300,1,Brookline,250214003001,1123,539,50,75,52,30,0,0,0,34,15,61,21,55,45,9,46,4,21,0,2,9,0,10,0,584,22,8,20,17,10,10,2,170,55,63,51,18,41,29,38,6,0,0,9,0,15,0,0
25,013,810800,1,Chicopee,250138108001,1350,670,86,18,18,12,2,15,0,14,85,70,22,62,61,0,53,20,8,17,25,28,7,29,18,680,33,53,21,20,0,12,0,47,35,52,39,20,28,0,17,21,11,52,49,49,11,60,50
25,001,014002,2,Pocasset,250010140022,2116,1133,27,22,106,53,44,13,81,57,0,22,78,15,123,36,140,56,47,13,68,84,19,20,9,983,24,17,22,39,16,0,0,0,31,27,52,33,98,74,159,38,122,0,48,89,30,29,35
25,005,613800,1,Taunton,250056138001,1203,564,60,0,55,92,17,22,0,17,18,78,37,48,0,71,17,0,0,16,0,0,16,0,0,639,0,0,229,0,0,0,0,37,16,126,38,106,0,13,0,0,36,0,0,14,0,0,24
25,017,334200,3,Reading,250173342003,841,323,6,5,22,14,26,0,0,0,50,39,13,0,18,38,24,0,23,7,8,22,0,8,0,518,13,5,24,23,0,0,0,28,22,45,11,26,51,36,15,27,34,8,41,40,40,22,7
25,017,339100,1,Medford,250173391001,588,282,81,0,0,0,0,0,0,0,0,45,13,52,0,0,8,15,0,24,29,15,0,0,0,306,0,51,29,0,0,0,0,0,17,44,12,52,0,7,29,15,0,14,28,8,0,0,0
25,015,820101,2,Ware,250158201012,1711,777,19,76,95,0,0,0,0,0,0,46,122,87,17,78,79,10,11,14,46,13,31,20,13,934,99,54,80,32,0,0,0,0,27,101,91,27,64,60,48,19,15,99,16,35,24,27,16
25,025,010701,3,Boston,250250107013,707,419,0,0,33,0,0,0,10,59,81,45,45,33,2,52,22,1,4,1,0,9,10,2,10,288,0,0,0,0,0,0,19,25,56,51,40,10,15,19,19,0,0,8,0,18,8,0,0
25,017,356702,7,Arlington,250173567027,1041,485,103,0,9,19,0,0,0,17,60,26,0,22,84,78,32,0,19,0,0,0,16,0,0,556,22,16,29,0,0,0,0,0,35,58,89,64,48,19,34,72,0,0,0,32,15,0,23
25,009,260402,3,Haverhill,250092604023,1579,796,132,65,101,11,0,0,0,16,16,64,99,57,25,40,13,73,66,0,0,0,18,0,0,783,19,38,0,71,95,0,0,0,32,78,98,48,44,26,35,72,51,29,0,38,9,0,0
25,021,419200,2,Braintree Town,250214192002,678,275,10,6,16,0,11,44,12,0,9,6,6,12,16,31,10,6,9,0,0,17,13,7,34,403,0,10,0,66,0,0,0,0,7,23,32,0,44,30,32,0,16,0,10,22,41,32,38
25,017,354600,4,Cambridge,250173546004,1761,931,29,62,33,0,0,0,0,25,279,71,147,64,24,48,12,61,0,11,0,11,12,25,17,830,45,0,29,0,0,0,0,21,115,128,122,70,39,54,20,59,19,0,18,22,5,1,63
25,025,100100,3,Boston,250251001003,1356,586,77,12,27,0,15,29,0,41,103,0,73,0,0,16,50,0,0,0,21,75,14,0,33,770,77,53,54,36,0,0,29,89,53,48,0,17,47,17,118,0,0,0,0,63,0,46,23
25,017,373900,1,Newton,250173739001,1877,827,27,49,62,31,43,0,0,49,109,26,35,19,13,0,102,0,41,43,26,15,64,0,73,1050,0,21,67,16,0,0,0,31,38,16,55,0,91,76,63,12,43,56,47,54,54,161,149
25,021,403500,2,Needham,250214035002,1582,672,20,0,137,31,26,0,0,0,45,2,18,0,92,59,15,2,0,16,32,29,46,62,40,910,26,121,42,41,0,0,0,16,2,73,35,22,121,45,19,14,33,0,43,103,3,63,88
25,017,335100,5,Wakefield,250173351005,1032,470,0,30,11,36,21,0,0,23,0,0,26,46,5,34,48,12,83,0,17,13,12,53,0,562,0,18,18,0,0,0,0,0,17,20,44,29,41,69,113,84,15,9,16,26,0,0,43
25,009,210800,1,Peabody,250092108001,1314,667,0,38,44,13,87,0,0,0,38,44,56,0,73,105,63,50,0,6,0,12,38,0,0,647,129,0,0,13,20,16,0,19,76,0,70,12,44,48,85,0,32,0,26,24,26,0,7
25,013,802300,5,Springfield,250138023005,1123,362,0,82,40,22,0,2,0,19,50,90,0,0,0,13,18,0,0,0,0,0,16,10,0,761,0,166,11,86,0,0,0,20,140,121,59,14,0,28,0,0,0,0,76,30,0,10,0
25,009,210500,2,Peabody,250092105002,2601,1480,78,125,120,42,0,38,0,50,153,15,71,84,37,138,83,132,84,45,90,37,0,44,14,1121,0,23,16,54,18,0,0,30,62,15,41,157,53,100,74,108,112,20,81,89,0,41,27
25,003,921500,2,North Adams,250039215002,2007,994,37,67,62,63,22,103,12,14,32,50,71,27,46,62,84,27,87,17,34,25,26,17,9,1013,35,86,73,67,0,0,0,12,13,53,91,82,95,74,66,28,64,18,36,52,42,26,0
25,015,822402,1,Easthampton Town,250158224021,2250,1092,0,86,25,13,0,0,0,37,103,109,78,70,28,51,104,0,183,26,80,10,32,15,42,1158,46,24,24,36,0,0,0,212,101,84,66,54,14,94,89,72,87,40,0,46,28,15,26
25,013,801401,1,Springfield,250138014011,1755,773,148,62,57,63,39,8,60,55,26,60,33,53,8,34,25,0,0,10,8,12,12,0,0,982,72,14,188,41,0,0,29,57,46,54,31,129,71,47,34,33,7,0,33,31,35,30,0
25,005,640500,3,Fall River,250056405003,641,347,16,0,68,0,0,0,0,0,73,36,56,39,30,14,0,0,0,0,0,0,15,0,0,294,0,30,36,0,0,0,13,0,0,15,13,70,0,14,15,0,28,14,0,15,15,0,16
25,025,070101,2,Boston,250250701012,708,330,11,10,0,0,13,8,27,8,27,0,11,26,90,29,18,0,31,0,0,0,0,21,0,378,26,0,0,0,23,0,0,0,15,14,22,69,58,30,28,14,33,0,0,0,24,0,22
25,021,400500,2,Brookline,250214005002,1217,645,90,55,17,0,0,0,0,0,68,163,40,21,15,69,34,7,0,0,0,0,0,66,0,572,27,27,12,0,0,0,50,99,37,129,13,33,29,53,10,0,0,36,0,17,0,0,0
25,005,613600,2,Taunton,250056136002,1385,606,29,44,42,47,2,0,0,25,10,46,49,34,51,45,23,10,17,16,25,46,28,7,10,779,50,24,24,51,18,14,0,25,40,82,45,40,26,113,57,47,25,8,28,32,9,7,14
25,021,411100,2,Walpole,250214111002,1783,935,105,15,22,53,51,50,15,40,62,40,101,73,110,52,41,12,0,17,24,15,17,0,20,848,35,59,124,27,0,49,22,0,69,65,58,72,39,77,43,0,0,0,0,70,0,20,19
25,025,081200,2,Boston,250250812002,1433,643,21,12,17,22,0,0,0,32,77,183,83,52,21,32,59,22,0,0,10,0,0,0,0,790,19,28,65,0,0,0,10,48,144,117,103,46,29,25,33,21,41,10,9,42,0,0,0
25,027,731900,2,Worcester,250277319002,1315,637,0,72,116,16,73,23,0,31,42,35,44,16,45,11,59,24,20,0,0,10,0,0,0,678,45,9,32,78,9,0,30,0,81,39,6,78,52,37,35,10,0,29,0,42,66,0,0
25,017,333600,6,Woburn,250173336006,1382,585,145,0,19,0,21,0,0,16,0,117,17,13,49,22,29,0,26,17,16,31,17,14,16,797,58,100,33,14,25,0,21,49,107,37,50,16,68,13,26,0,15,33,17,79,16,2,18
25,021,417601,2,Quincy,250214176012,1657,823,36,16,26,2,134,61,55,86,34,17,38,0,68,35,63,27,13,66,11,17,18,0,0,834,26,11,12,34,117,20,117,108,29,20,28,71,27,55,33,21,59,11,35,0,0,0,0
25,005,631200,1,Attleboro,250056312001,1255,514,21,60,19,18,46,0,0,0,57,25,47,62,0,16,16,35,25,11,0,56,0,0,0,741,67,58,15,62,0,0,0,0,93,71,43,29,70,14,96,19,0,18,34,14,18,0,20
25,005,652100,2,New Bedford,250056521002,873,356,35,40,0,15,0,0,9,71,9,25,21,20,14,30,3,17,6,0,15,0,15,0,11,517,56,33,29,9,7,0,16,35,37,14,36,0,8,82,66,13,0,8,0,31,37,0,0
25,025,170300,2,Revere,250251703002,1608,837,16,107,79,20,0,6,0,0,67,167,17,67,123,11,40,19,0,22,22,22,0,8,24,771,0,59,40,14,0,25,0,36,77,149,69,20,59,8,39,125,15,0,14,0,13,9,0
25,003,921300,2,North Adams,250039213002,2094,898,0,155,81,5,30,33,19,76,32,40,20,0,37,122,72,11,55,11,29,46,0,0,24,1196,153,7,61,22,128,55,6,51,25,86,79,68,34,76,89,0,12,20,0,136,34,0,54
25,025,051101,2,Boston,250250511012,2111,954,70,147,171,0,29,55,0,0,65,129,62,0,31,75,69,0,18,0,0,16,0,0,17,1157,128,128,0,37,0,0,50,8,142,90,164,96,118,59,0,0,18,0,0,49,50,20,0
